Rk,Season,Team,W,G,W,L,W/L%,MP,Team FG,Team FGA,Team 2P,Team 2PA,Team 3P,Team 3PA,Team FT,Team FTA,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Team PTS,Opponent FG,Opponent FGA,Opponent 2P,Opponent 2PA,Opponent 3P,Opponent 3PA,Opponent FT,Opponent FTA,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Opponent PTS
329,2023-24,Northwestern State,9,32,9,23,.281,203.1,25.3,58.5,18.9,38.4,6.4,20.1,13.7,20.7,11.4,23.2,34.6,11.5,7.0,3.3,13.3,18.7,70.5,26.3,58.1,19.3,36.5,7.0,21.6,16.4,23.6,12.2,25.7,37.9,13.2,7.2,4.3,13.4,17.6,75.9
330,2023-24,San Jose State,9,32,9,23,.281,201.6,26.0,58.0,17.7,33.7,8.3,24.3,9.3,13.2,7.9,22.9,30.8,13.5,5.2,3.3,10.5,17.1,69.6,26.7,56.4,19.0,36.4,7.7,19.9,14.0,20.1,9.6,26.3,35.8,14.5,4.8,2.8,10.7,14.4,75.1
331,2023-24,Southeast Missouri State,9,31,9,22,.290,200.8,24.6,59.6,18.5,39.3,6.2,20.4,11.5,16.5,9.0,22.7,31.7,12.4,5.7,2.5,12.0,19.5,67.0,25.9,55.9,20.7,39.1,5.2,16.8,16.6,23.7,8.9,27.3,36.1,12.5,6.6,3.4,12.6,16.4,73.5
332,2023-24,Vanderbilt,9,32,9,23,.281,200.8,23.4,58.7,16.8,35.6,6.5,23.1,14.6,20.6,10.8,23.7,34.4,9.4,6.1,2.9,10.4,15.3,67.9,26.8,58.8,18.1,35.5,8.7,23.3,13.6,17.3,9.8,27.3,37.2,14.8,5.7,3.5,10.8,17.4,75.9
333,2023-24,West Virginia,9,32,9,23,.281,201.6,24.0,55.8,16.7,34.9,7.3,20.8,14.6,20.7,9.2,24.6,33.8,13.0,4.3,3.6,12.7,15.2,69.8,27.4,61.5,18.2,35.1,9.3,26.4,12.7,17.3,10.7,25.1,35.8,15.6,7.6,3.9,10.4,18.3,76.8
334,2023-24,Bellarmine,8,31,8,23,.258,201.6,25.7,59.3,18.0,36.7,7.7,22.5,10.4,13.3,7.9,24.4,32.3,13.5,5.3,1.9,9.6,15.7,69.5,26.4,58.5,17.4,32.7,9.0,25.8,13.1,17.8,9.6,27.0,36.6,13.4,4.7,3.0,10.2,13.6,74.8
335,2023-24,Incarnate Word,8,31,8,23,.258,201.6,24.8,57.9,17.2,34.9,7.6,23.0,15.1,20.8,10.7,25.8,36.5,12.2,6.0,4.1,16.0,19.0,72.3,27.1,60.4,19.8,39.7,7.4,20.6,17.0,23.9,10.8,24.7,35.5,14.3,8.4,3.9,11.2,17.6,78.6
336,2023-24,Louisville,8,32,8,24,.250,200.8,25.0,57.3,19.5,39.4,5.5,17.8,16.6,22.3,9.9,24.4,34.4,11.1,5.4,2.6,12.8,17.0,72.0,27.9,59.1,19.3,35.9,8.6,23.1,14.6,19.9,9.3,25.4,34.7,15.4,7.6,3.8,11.4,19.0,79.1
337,2023-24,Michigan,8,32,8,24,.250,202.3,25.9,58.4,17.9,36.2,8.0,22.2,13.2,18.7,10.6,24.8,35.4,12.5,4.2,3.6,12.9,17.2,72.9,28.9,62.1,21.6,41.8,7.3,20.3,13.8,18.9,10.8,24.1,34.9,13.4,7.7,3.8,9.6,16.9,79.0
338,2023-24,Missouri,8,32,8,24,.250,200.8,25.2,57.4,17.9,34.6,7.3,22.8,14.4,18.2,9.2,21.8,31.0,12.2,7.7,4.8,11.6,20.1,72.2,25.3,56.8,17.5,34.2,7.8,22.6,17.8,24.1,12.1,25.0,37.1,13.3,6.4,3.4,12.8,17.1,76.2
339,2023-24,Saint Francis (PA),8,30,8,22,.267,200.8,23.8,56.1,17.3,36.9,6.4,19.2,11.2,18.4,11.9,22.7,34.6,12.2,5.9,3.6,13.7,17.7,65.2,25.6,56.2,18.2,34.8,7.4,21.3,14.0,20.0,10.3,23.9,34.1,13.3,7.0,4.1,11.9,16.6,72.7
340,2023-24,Southern Indiana,8,32,8,24,.250,200.8,23.0,56.6,16.3,35.8,6.7,20.8,15.8,21.2,10.0,25.6,35.6,11.3,6.4,2.9,13.2,21.0,68.6,23.7,55.7,16.9,35.1,6.7,20.5,18.9,25.8,10.0,26.1,36.1,12.0,6.7,3.3,12.0,18.7,73.0
341,2023-24,LIU,7,29,7,22,.241,201.7,24.3,58.3,18.9,40.9,5.4,17.4,12.4,18.3,9.4,25.6,35.0,12.5,6.4,3.0,14.6,19.2,66.5,26.9,59.1,20.6,38.8,6.3,20.3,16.8,24.2,10.3,27.5,37.8,14.8,8.7,4.2,11.4,15.9,76.8
342,2023-24,Loyola (MD),7,32,7,25,.219,202.3,23.0,55.2,15.8,33.8,7.2,21.4,10.8,16.8,10.3,24.0,34.3,12.8,5.9,2.2,13.6,16.2,64.0,26.0,55.8,18.6,35.2,7.4,20.6,12.6,18.0,8.3,24.4,32.8,13.5,7.3,3.7,10.3,16.8,71.9
343,2023-24,Manhattan,7,30,7,23,.233,202.5,24.7,59.7,17.4,36.6,7.3,23.2,9.5,13.2,9.2,23.8,33.0,14.4,7.5,2.9,13.4,13.9,66.2,28.2,60.9,20.7,40.3,7.6,20.6,11.8,16.1,10.4,27.5,38.0,17.0,8.1,4.1,11.9,13.8,75.8
344,2023-24,NJIT,7,28,7,21,.250,200.0,23.7,60.0,16.5,36.3,7.2,23.8,13.4,18.9,11.5,23.3,34.7,10.5,7.2,3.3,11.1,19.1,67.9,26.3,57.1,19.2,36.8,7.1,20.3,15.5,22.4,10.9,26.9,37.8,14.2,6.1,3.5,11.8,15.9,75.0
345,2023-24,North Carolina A&T,7,32,7,25,.219,200.0,22.7,58.5,16.7,37.6,6.0,20.9,14.2,19.9,9.4,22.5,31.9,10.2,5.6,3.3,9.4,15.3,65.6,28.9,60.3,21.0,37.9,7.9,22.5,12.2,17.8,11.6,29.2,40.8,15.3,5.3,3.5,10.8,16.7,77.9
346,2023-24,Old Dominion,7,32,7,25,.219,201.6,26.3,62.5,19.4,40.8,6.9,21.7,11.4,17.2,10.0,25.4,35.4,10.3,7.8,3.8,10.9,18.2,70.9,25.8,59.2,17.0,34.3,8.8,24.8,16.7,23.3,11.3,29.2,40.5,14.7,6.0,4.2,13.0,15.3,77.0
347,2023-24,Valparaiso,7,32,7,25,.219,200.0,24.9,61.3,17.6,38.8,7.3,22.5,10.5,14.7,10.0,23.3,33.3,12.0,6.2,3.5,11.0,16.3,67.6,27.9,58.4,20.6,37.8,7.3,20.7,12.4,17.8,10.1,28.5,38.5,15.2,6.4,2.5,12.4,15.3,75.5
348,2023-24,Dartmouth,6,27,6,21,.222,200.0,22.0,53.6,14.9,30.4,7.1,23.2,10.8,15.6,7.4,25.9,33.3,12.3,4.4,3.5,12.7,13.9,61.9,26.6,58.7,17.6,33.7,9.1,24.9,9.5,13.5,8.1,26.6,34.7,14.1,7.7,2.8,9.3,16.0,71.9
349,2023-24,Florida A&M,6,29,6,23,.207,203.4,25.1,57.9,19.2,40.8,5.9,17.1,11.2,16.0,9.6,25.0,34.6,14.3,6.0,2.8,15.2,18.7,67.2,26.8,59.7,19.0,38.1,7.8,21.6,15.9,23.6,11.4,25.1,36.5,13.0,8.3,3.8,11.5,15.0,77.2
350,2023-24,Houston Christian,6,29,6,23,.207,200.9,26.2,60.4,21.1,43.6,5.1,16.8,14.1,21.9,11.9,25.2,37.1,11.4,5.6,2.8,15.3,14.6,71.5,31.3,66.0,23.7,43.7,7.6,22.3,13.2,18.4,11.9,26.3,38.2,16.2,9.2,4.8,10.3,17.9,83.4
351,2023-24,IUPUI,6,32,6,26,.188,200.8,24.2,55.3,20.8,41.4,3.4,13.9,14.0,19.0,9.9,19.6,29.5,10.4,7.6,2.1,14.6,17.4,65.9,29.0,57.1,20.9,35.7,8.1,21.4,13.8,19.1,10.5,22.7,33.3,16.0,7.3,3.2,13.5,16.7,79.8
352,2023-24,Pacific,6,32,6,26,.188,201.6,22.7,55.1,16.3,35.0,6.3,20.1,13.1,20.3,6.5,20.8,27.3,13.2,6.1,2.0,11.8,17.2,64.7,28.2,58.3,20.1,35.3,8.2,23.1,15.2,20.8,10.1,27.8,37.9,14.5,6.2,3.3,11.5,18.4,79.8
353,2023-24,Texas–Rio Grande Valley,6,31,6,25,.194,201.6,24.3,58.1,19.2,40.5,5.2,17.6,16.5,23.5,9.4,24.1,33.5,12.9,8.1,3.0,14.0,18.2,70.4,28.7,61.2,21.6,40.6,7.1,20.6,15.2,20.8,11.3,28.2,39.5,17.4,7.4,4.5,14.5,19.0,79.8
354,2023-24,Buffalo,4,31,4,27,.129,200.8,24.8,59.0,18.2,35.0,6.7,24.1,11.6,16.3,10.4,24.5,34.9,13.4,6.1,4.5,14.5,15.6,68.0,29.5,62.1,21.4,39.9,8.1,22.2,12.7,17.8,10.6,26.2,36.8,15.7,7.7,2.9,10.7,14.7,79.7
355,2023-24,Cal Poly,4,32,4,28,.125,202.3,22.5,55.6,16.3,36.9,6.2,18.7,12.5,17.8,8.8,22.4,31.3,9.8,5.4,3.7,12.7,19.2,63.7,25.5,55.6,19.6,38.6,6.0,17.0,17.1,23.3,11.3,27.3,38.5,11.9,6.5,3.2,11.9,17.6,74.1
356,2023-24,Siena,4,32,4,28,.125,200.0,21.9,54.9,16.7,36.1,5.3,18.8,11.3,16.9,11.7,23.7,35.4,10.7,5.1,4.1,15.8,15.3,60.4,27.5,60.1,20.3,39.6,7.2,20.5,12.2,16.8,10.8,23.6,34.4,13.8,9.1,3.3,9.9,16.1,74.4
357,2023-24,Stonehill,4,31,4,27,.129,200.8,23.0,57.7,14.9,30.8,8.2,26.9,9.2,13.4,8.3,24.6,32.9,11.8,6.4,2.5,13.6,15.4,63.5,26.6,60.5,16.7,32.5,9.9,28.0,12.9,17.7,11.2,27.9,39.0,16.1,7.9,4.2,11.8,14.1,76.1
358,2023-24,VMI,4,32,4,28,.125,200.8,25.6,60.5,19.0,39.4,6.6,21.0,11.2,16.2,9.3,27.2,36.6,10.5,5.6,2.6,15.8,16.8,68.9,30.3,65.4,21.1,39.7,9.2,25.7,12.9,19.6,11.3,27.8,39.1,15.3,9.1,3.2,11.7,15.8,82.6
359,2023-24,DePaul,3,32,3,29,.094,200.0,22.7,53.6,16.4,34.9,6.3,18.7,13.2,17.9,7.3,22.4,29.7,12.3,5.3,3.1,13.6,15.1,64.7,29.7,60.9,20.1,35.8,9.5,25.0,12.9,17.3,10.7,25.8,36.5,17.3,7.7,3.6,9.9,16.8,81.8
360,2023-24,Coppin State,2,29,2,27,.069,201.7,20.2,54.2,14.9,35.6,5.3,18.6,12.2,16.9,9.8,20.3,30.1,8.3,7.7,2.8,15.7,17.7,57.9,24.9,55.6,17.7,34.7,7.2,20.9,15.8,21.3,12.8,26.3,39.1,14.6,8.9,3.4,14.9,15.7,72.8
361,2023-24,Detroit Mercy,1,32,1,31,.031,201.6,23.8,56.4,17.9,35.6,5.8,20.8,12.6,17.1,8.9,20.6,29.5,10.8,6.9,2.4,13.3,17.3,66.0,28.8,58.7,20.7,36.8,8.1,21.8,14.6,18.7,11.3,25.3,36.6,15.1,6.2,3.1,11.9,16.1,80.3
362,2023-24,Mississippi Valley State,1,31,1,30,.032,200.8,19.8,52.0,15.2,36.2,4.6,15.8,11.3,17.2,9.6,19.8,29.4,8.7,6.6,2.3,16.0,17.7,55.5,26.9,55.2,19.5,35.1,7.5,20.1,16.4,22.9,11.0,24.9,35.8,14.6,8.8,3.2,11.4,16.7,77.7
